sample_id	PC1	PC2	PC3	PC4	PC5	run_clean	age_group	bam_path	run_key	age_group_clean	geo_accession_exp	biosample	experiment	age_group_geo	sample_name_geo	source_name	developmental_stage	gsm_id	ogv_id	cell	predicted_configuration
SRR12212469	17.208891103107362	-0.4163703455101282	6.361574762881119	-2.659293633539681	-6.394379836563835	SRR12212469	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212469.Aligned.sortedByCoord.out.bam	SRR12212469	young	GSM4669763	SAMN15520663	SRX8723073	young	GSM4669763	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669763	yGV_33	yGV_33	NSN
SRR12212470	11.08522451399894	4.731836550731786	18.337749922089646	-2.1730883147704443	3.571221417245397	SRR12212470	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212470.Aligned.sortedByCoord.out.bam	SRR12212470	young	GSM4669764	SAMN15520662	SRX8723074	young	GSM4669764	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669764	yGV_34A	yGV_34A	NSN
SRR12212471	2.592812038060367	1.6809445674229377	6.718210650774492	-1.899528386406265	1.3130612776662458	SRR12212471	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212471.Aligned.sortedByCoord.out.bam	SRR12212471	young	GSM4669765	SAMN15520661	SRX8723075	young	GSM4669765	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669765	yGV_34	yGV_34	SN
SRR12212472	10.79718316595756	0.8200953275322235	5.037372148356399	-7.837750500544762	-4.157833390033381	SRR12212472	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212472.Aligned.sortedByCoord.out.bam	SRR12212472	young	GSM4669766	SAMN15520660	SRX8723076	young	GSM4669766	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669766	yGV_35A	yGV_35A	NSN
SRR12212473	-3.589899683015482	-4.625472508746376	-2.843659655870614	-3.402260960375319	2.5657532857951995	SRR12212473	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212473.Aligned.sortedByCoord.out.bam	SRR12212473	young	GSM4669767	SAMN15520659	SRX8723077	young	GSM4669767	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669767	yGV_35	yGV_35	SN
SRR12212474	7.317788359635163	-1.266147442616451	1.6683736482377234	-3.8632972413711393	-0.38256630310046474	SRR12212474	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212474.Aligned.sortedByCoord.out.bam	SRR12212474	young	GSM4669768	SAMN15520658	SRX8723078	young	GSM4669768	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669768	yGV_36A	yGV_36A	SN
SRR12212475	-5.215196749357397	-2.223799143569162	-1.504289814693473	3.1225288269231735	-3.9845042650979843	SRR12212475	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212475.Aligned.sortedByCoord.out.bam	SRR12212475	young	GSM4669769	SAMN15520657	SRX8723079	young	GSM4669769	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669769	yGV_37A	yGV_37A	SN
SRR12212476	-6.459086106507064	0.03703331013908052	-4.750035699028466	4.781217285959189	-2.7936841149769047	SRR12212476	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212476.Aligned.sortedByCoord.out.bam	SRR12212476	young	GSM4669770	SAMN15520656	SRX8723080	young	GSM4669770	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669770	yGV_37	yGV_37	SN
SRR12212477	10.483456142510848	0.5658920940135047	-3.118946066903919	-0.06737064945550857	-0.9873718223567528	SRR12212477	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212477.Aligned.sortedByCoord.out.bam	SRR12212477	young	GSM4669771	SAMN15520655	SRX8723081	young	GSM4669771	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669771	yGV_38A	yGV_38A	NSN
SRR12212478	10.749541290321117	2.097647035179604	-7.976825868706018	5.167285176968331	6.262945269484929	SRR12212478	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212478.Aligned.sortedByCoord.out.bam	SRR12212478	young	GSM4669772	SAMN15520654	SRX8723082	young	GSM4669772	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669772	yGV_38	yGV_38	NSN
SRR12212479	2.116483479488509	-1.4554080021057114	-4.560951408291248	2.9755383604589896	4.349026129781124	SRR12212479	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212479.Aligned.sortedByCoord.out.bam	SRR12212479	young	GSM4669773	SAMN15520653	SRX8723083	young	GSM4669773	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669773	yGV_39A	yGV_39A	SN
SRR12212480	-2.7554418975336934	3.8876262498606122	-3.5651384429859676	10.090781886649532	7.84427161212131	SRR12212480	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212480.Aligned.sortedByCoord.out.bam	SRR12212480	young	GSM4669774	SAMN15520652	SRX8723084	young	GSM4669774	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669774	yGV_39	yGV_39	SN
SRR12212481	-5.413784067892166	1.2567168395785	-9.834480902527943	-13.335358752211194	-0.17418612440744125	SRR12212481	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212481.Aligned.sortedByCoord.out.bam	SRR12212481	young	GSM4669775	SAMN15520651	SRX8723085	young	GSM4669775	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669775	yGV_3A	yGV_3A	SN
SRR12212482	2.2508582629751523	6.697823530091546	4.41483750296811	-2.679726748799503	1.6352167968756877	SRR12212482	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212482.Aligned.sortedByCoord.out.bam	SRR12212482	young	GSM4669776	SAMN15520650	SRX8723086	young	GSM4669776	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669776	yGV_3	yGV_3	SN
SRR12212483	-8.361100897747315	2.0473171827962724	-14.768941965615152	-10.683771925032769	-0.3248342911438461	SRR12212483	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212483.Aligned.sortedByCoord.out.bam	SRR12212483	young	GSM4669777	SAMN15520649	SRX8723087	young	GSM4669777	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669777	yGV_4A	yGV_4A	SN
SRR12212484	-8.844826312908955	5.033566894061998	-2.9313089653077475	3.3713865686611926	-0.2871012703378523	SRR12212484	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212484.Aligned.sortedByCoord.out.bam	SRR12212484	young	GSM4669778	SAMN15520694	SRX8723088	young	GSM4669778	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669778	yGV_4	yGV_4	SN
SRR12212485	-4.077246384914555	5.089700461097995	-17.508854448055835	-7.595888237159613	2.311397227197187	SRR12212485	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212485.Aligned.sortedByCoord.out.bam	SRR12212485	young	GSM4669779	SAMN15520693	SRX8723089	young	GSM4669779	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669779	yGV_5A	yGV_5A	SN
SRR12212486	-3.7127296906213836	6.964812497353446	-3.371669071416705	4.397232369951181	4.745308552675453	SRR12212486	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212486.Aligned.sortedByCoord.out.bam	SRR12212486	young	GSM4669780	SAMN15520691	SRX8723090	young	GSM4669780	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669780	yGV_5	yGV_5	SN
SRR12212487	-5.4807662088708815	1.5825340847459075	-11.944565253424566	-4.220503470277021	6.500694159951926	SRR12212487	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212487.Aligned.sortedByCoord.out.bam	SRR12212487	young	GSM4669781	SAMN15520690	SRX8723091	young	GSM4669781	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669781	yGV_6A	yGV_6A	SN
SRR12212488	-8.735502332915445	6.938565878214766	-0.3811258033060739	8.429891419514892	-2.0331177865404912	SRR12212488	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212488.Aligned.sortedByCoord.out.bam	SRR12212488	young	GSM4669782	SAMN15520689	SRX8723092	young	GSM4669782	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669782	yGV_6	yGV_6	SN
SRR12212489	0.7553157487449028	1.9495344670642454	-16.04655409892554	-2.3326174315949757	4.479918527130803	SRR12212489	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212489.Aligned.sortedByCoord.out.bam	SRR12212489	young	GSM4669783	SAMN15520688	SRX8723093	young	GSM4669783	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669783	yGV_7A	yGV_7A	SN
SRR12212490	-6.058553319983627	9.185268501623794	3.730011144440523	10.971871006171474	5.791841039452672	SRR12212490	young	/home/margaret/Documents/mouse_oocyte_project/star/SRR12212490.Aligned.sortedByCoord.out.bam	SRR12212490	young	GSM4669784	SAMN15520687	SRX8723094	young	GSM4669784	germinal vesicle (GV) oocyte	germinal vesicle (GV)	GSM4669784	yGV_7	yGV_7	SN
